UserID,UserName,Age,Gender,Email,AgeGroup,EnrollmentCount,LearnerSegment
U01065,stewartdavid,15,Male,bcallahan@gmail.com,<18,4,Moderate
U01066,jennifer14,19,Female,kgonzalez@hotmail.com,18-25,12,Highly Active
U01067,kcurry,17,Male,davidwhite@hotmail.com,<18,1,Single-course
U01068,amercer,32,Female,annetteshaffer@gmail.com,26-35,2,Moderate
U01069,jonyoung,35,Male,travis38@yahoo.com,26-35,1,Single-course
U01070,mark45,32,Male,hannahpaul@yahoo.com,26-35,1,Single-course
U01071,stonecheryl,19,Female,lauramcneil@hotmail.com,18-25,2,Moderate
U01072,monica52,32,Male,cshields@yahoo.com,26-35,1,Single-course
U01073,kristinrivera,23,Male,eingram@gmail.com,18-25,2,Moderate
U01074,dfoster,26,Female,robinsondouglas@gmail.com,26-35,1,Single-course
U01075,rachel61,17,Male,alvaradochristopher@gmail.com,<18,2,Moderate
U01076,michaelcarr,20,Male,christina08@yahoo.com,18-25,1,Single-course
U01077,morenosarah,24,Female,markrose@outlook.com,18-25,2,Moderate
U01078,daniel49,27,Male,herreralinda@hotmail.com,26-35,2,Moderate
U01079,jeffreyallen,21,Male,buckkevin@gmail.com,18-25,13,Highly Active
U01080,ashley40,30,Female,tanya13@gmail.com,26-35,1,Single-course
U01081,unewman,26,Female,brianbush@gmail.com,26-35,1,Single-course
U01082,harristimothy,25,Male,efranklin@yahoo.com,18-25,1,Single-course
U01083,markmoore,29,Male,morgan59@gmail.com,26-35,15,Highly Active
U01084,pwright,24,Male,lwilson@yahoo.com,18-25,13,Highly Active
U01085,bmosley,26,Female,mistygould@gmail.com,26-35,2,Moderate
U01086,zhensley,29,Female,cford@hotmail.com,26-35,1,Single-course
U01087,colerobert,19,Male,khughes@outlook.com,18-25,1,Single-course
U01088,paigeryan,21,Male,shaffersabrina@hotmail.com,18-25,2,Moderate
U01089,stewartdrew,17,Female,blackmark@outlook.com,<18,1,Single-course
U01090,lhubbard,25,Female,kimhayes@hotmail.com,18-25,2,Moderate
U01091,lisa81,29,Female,michelle24@outlook.com,26-35,2,Moderate
U01092,ureese,34,Female,mikeroberts@gmail.com,26-35,15,Highly Active
U01093,vharris,23,Female,bshields@outlook.com,18-25,1,Single-course
U01094,davidmolina,30,Male,mark40@hotmail.com,26-35,2,Moderate
U01095,kathleenrios,21,Female,floydmelanie@gmail.com,18-25,1,Single-course
U01096,karen44,18,Male,ellisteresa@hotmail.com,18-25,16,Highly Active
U01097,aaronhinton,29,Female,debra95@yahoo.com,26-35,1,Single-course
U01098,robert85,17,Female,xbarker@yahoo.com,<18,4,Moderate
U01099,joyweaver,35,Female,escott@gmail.com,26-35,1,Single-course
U01100,zparrish,24,Female,sanchezamber@gmail.com,18-25,3,Moderate
U01101,nicole06,33,Male,aprilwoodard@gmail.com,26-35,1,Single-course
U01102,brian27,23,Female,meghangreen@outlook.com,18-25,2,Moderate
U01103,ywheeler,22,Male,michellewhitney@yahoo.com,18-25,4,Moderate
U01104,russellbryant,29,Male,marshjohn@hotmail.com,26-35,1,Single-course
U01105,brownsusan,27,Male,wbailey@hotmail.com,26-35,1,Single-course
U01106,johnsjulie,31,Male,christopherbrown@outlook.com,26-35,1,Single-course
U01107,chris50,30,Female,robynsmith@gmail.com,26-35,1,Single-course
U01108,stoneandrew,16,Male,smithchristopher@hotmail.com,<18,4,Moderate
U01109,christopher92,24,Female,hallcrystal@outlook.com,18-25,1,Single-course
U01110,garrettbrandi,23,Female,kenneth82@outlook.com,18-25,2,Moderate
U01111,fitzgeraldmarie,31,Male,ericmoore@outlook.com,26-35,1,Single-course
U01112,brownbrian,24,Female,christopherpreston@hotmail.com,18-25,1,Single-course
U01113,gdavis,22,Female,angiemccann@gmail.com,18-25,1,Single-course
U01114,ericksonedward,32,Male,qchang@gmail.com,26-35,1,Single-course
U01115,nmartinez,18,Male,badams@yahoo.com,18-25,1,Single-course
U01116,wgomez,21,Female,chad64@yahoo.com,18-25,1,Single-course
U01117,brian45,23,Female,ajones@hotmail.com,18-25,1,Single-course
U01118,elliottjoseph,31,Male,davidtaylor@outlook.com,26-35,1,Single-course
U01119,bswanson,17,Female,erica19@hotmail.com,<18,1,Single-course
U01120,ashleymarshall,35,Female,paul48@yahoo.com,26-35,1,Single-course
U01121,qmcintyre,20,Male,fbrown@yahoo.com,18-25,1,Single-course
U01122,kathrynsutton,29,Female,medwards@yahoo.com,26-35,2,Moderate
U01123,garzamichael,29,Female,kimberly19@outlook.com,26-35,15,Highly Active
U01124,vgill,30,Female,richardpaul@hotmail.com,26-35,3,Moderate
U01125,sandracruz,32,Female,judyowen@hotmail.com,26-35,2,Moderate
U01126,xdaniels,15,Male,gregoryhess@outlook.com,<18,2,Moderate
U01127,amanda40,28,Female,rebecca93@hotmail.com,26-35,3,Moderate
U01128,vthompson,31,Female,castillojohn@gmail.com,26-35,2,Moderate
U01129,robertvillegas,28,Female,briana87@gmail.com,26-35,1,Single-course
U01130,calebmclaughlin,28,Male,gabriel37@hotmail.com,26-35,1,Single-course
U01131,jmartinez,25,Male,kimberly80@gmail.com,18-25,3,Moderate
U01132,sandrabrown,27,Female,bruceevans@yahoo.com,26-35,4,Moderate
U01133,mlee,35,Female,robertsalexander@outlook.com,26-35,1,Single-course
U01134,cameron67,19,Female,martinezronald@gmail.com,18-25,3,Moderate
U01135,joseph79,22,Male,ytaylor@yahoo.com,18-25,1,Single-course
U01136,carlmcclain,35,Male,lisabrown@hotmail.com,26-35,1,Single-course
U01137,jacobkerr,28,Female,johngray@gmail.com,26-35,2,Moderate
U01138,xrowland,22,Female,flemingchelsea@hotmail.com,18-25,1,Single-course
U01139,corey88,22,Female,wjohnson@hotmail.com,18-25,1,Single-course
U01140,matthew95,29,Female,hunter59@outlook.com,26-35,1,Single-course
U01141,montoyabenjamin,17,Female,bellkaren@yahoo.com,<18,1,Single-course
U01142,monicastevenson,27,Male,donaldcollier@gmail.com,26-35,2,Moderate
U01143,michealwhite,31,Male,reneehenderson@yahoo.com,26-35,14,Highly Active
U01144,fsanders,29,Female,wevans@yahoo.com,26-35,2,Moderate
U01145,hfields,15,Female,colewright@yahoo.com,<18,1,Single-course
U01146,ibrown,15,Male,adamsteresa@gmail.com,<18,13,Highly Active
U01147,wendy58,15,Male,dwhite@outlook.com,<18,1,Single-course
U01148,michaela68,28,Male,katie01@hotmail.com,26-35,2,Moderate
U01149,jbrown,26,Female,meganhuffman@outlook.com,26-35,4,Moderate
U01150,nicholeellis,20,Male,kayla32@yahoo.com,18-25,1,Single-course
U01151,jjimenez,28,Female,craig42@yahoo.com,26-35,14,Highly Active
U01152,penalisa,34,Male,mark00@hotmail.com,26-35,1,Single-course
U01153,stevenbarron,15,Female,amy11@hotmail.com,<18,1,Single-course
U01154,joanna92,24,Male,jonesjasmine@hotmail.com,18-25,2,Moderate
U01155,juan00,32,Female,derrickscott@outlook.com,26-35,4,Moderate
U01156,roblesjeremy,30,Male,lauriedavies@hotmail.com,26-35,2,Moderate
U01157,elizabeth72,31,Female,pruittshannon@gmail.com,26-35,4,Moderate
U01158,zachary52,35,Male,mathiskevin@hotmail.com,26-35,12,Highly Active
U01159,marissaherrera,26,Female,cyu@hotmail.com,26-35,1,Single-course
U01160,jbrewer,15,Female,steven39@gmail.com,<18,4,Moderate
U01161,owensteresa,33,Male,melissa33@outlook.com,26-35,1,Single-course
U01162,jacksonspencer,19,Female,suedavila@yahoo.com,18-25,1,Single-course
U01163,melissabrown,24,Male,johnross@yahoo.com,18-25,13,Highly Active
U01164,estone,25,Female,rhondawallace@hotmail.com,18-25,1,Single-course
U01165,janice83,24,Male,annette68@hotmail.com,18-25,2,Moderate
U01166,gcantu,21,Male,freemandaniel@hotmail.com,18-25,2,Moderate
U01167,manuelmcdowell,16,Female,maria23@yahoo.com,<18,11,Highly Active
U01168,dawn22,27,Female,jimenezlori@gmail.com,26-35,1,Single-course
U01169,monicasantos,31,Female,gonzalesashlee@yahoo.com,26-35,1,Single-course
U01170,dwashington,27,Female,ycoffey@yahoo.com,26-35,14,Highly Active
U01171,smayo,19,Male,fkemp@outlook.com,18-25,1,Single-course
U01172,todd75,30,Male,jerryhall@hotmail.com,26-35,3,Moderate
U01173,cwheeler,26,Female,oward@yahoo.com,26-35,3,Moderate
U01174,denise08,15,Female,karen98@outlook.com,<18,1,Single-course
U01175,melissa04,20,Female,april94@yahoo.com,18-25,1,Single-course
U01176,hooverrobert,20,Male,johngross@yahoo.com,18-25,3,Moderate
U01177,keith32,16,Male,katienelson@outlook.com,<18,13,Highly Active
U01178,michaelholden,21,Female,patriciaallen@yahoo.com,18-25,2,Moderate
U01179,alan43,31,Female,qprice@gmail.com,26-35,2,Moderate
U01180,crawfordcarol,18,Male,brandon16@yahoo.com,18-25,13,Highly Active
U01181,zgonzalez,27,Female,dawn03@gmail.com,26-35,1,Single-course
U01182,masoncynthia,25,Female,charlesmurray@outlook.com,18-25,3,Moderate
U01183,rogeradams,21,Female,iking@outlook.com,18-25,2,Moderate
U01184,lopezmackenzie,31,Male,mcculloughtaylor@gmail.com,26-35,1,Single-course
U01185,kdavis,28,Male,cherrykristen@gmail.com,26-35,2,Moderate
U01186,ronaldjohnson,34,Male,amandaerickson@hotmail.com,26-35,1,Single-course
U01187,zvasquez,35,Female,timothy34@gmail.com,26-35,1,Single-course
U01188,hudsonmelinda,24,Male,schmittleslie@hotmail.com,18-25,1,Single-course
U01189,keaton,28,Male,donna01@gmail.com,26-35,1,Single-course
U01190,paulperez,31,Male,williamscrystal@gmail.com,26-35,1,Single-course
U01191,ygray,28,Female,sandersdavid@hotmail.com,26-35,1,Single-course
U01192,sarahhampton,20,Female,rburke@gmail.com,18-25,1,Single-course
U01193,tanya85,20,Female,kristinegreen@yahoo.com,18-25,2,Moderate
U01194,timothy82,32,Female,carriedawson@hotmail.com,26-35,1,Single-course
U01195,cmurray,23,Male,ehayes@outlook.com,18-25,1,Single-course
U01196,mosleychelsea,21,Female,bradleyholland@hotmail.com,18-25,2,Moderate
U01197,sharon57,28,Male,ronaldbell@hotmail.com,26-35,14,Highly Active
U01198,jeffrey72,33,Female,nbaker@hotmail.com,26-35,1,Single-course
U01199,theresa94,17,Female,chelseasmith@outlook.com,<18,1,Single-course
U01200,phamilton,15,Female,jpaul@yahoo.com,<18,1,Single-course
U01201,burtonbryan,28,Male,martinjames@gmail.com,26-35,1,Single-course
U01202,heidicampos,29,Female,julie05@outlook.com,26-35,1,Single-course
U01203,jared15,15,Male,meyerdavid@hotmail.com,<18,16,Highly Active
U01204,johnny06,17,Female,whiteautumn@gmail.com,<18,3,Moderate
U01205,vanessagray,27,Male,erica64@hotmail.com,26-35,2,Moderate
U01206,seancastaneda,15,Female,andrewtaylor@outlook.com,<18,1,Single-course
U01207,rachel72,30,Female,qsmith@hotmail.com,26-35,1,Single-course
U01208,kimwilliam,27,Female,nielsenbrianna@outlook.com,26-35,1,Single-course
U01209,maria58,20,Male,anthonymcmillan@outlook.com,18-25,2,Moderate
U01210,lwheeler,22,Female,fsanchez@hotmail.com,18-25,1,Single-course
U01211,xsaunders,32,Female,danielthomas@hotmail.com,26-35,1,Single-course
U01212,choimichelle,18,Female,brenda71@outlook.com,18-25,1,Single-course
U01213,vmathews,20,Female,rcross@outlook.com,18-25,1,Single-course
U01214,twilliams,31,Female,qjackson@hotmail.com,26-35,1,Single-course
U01215,jessicaboyer,15,Female,wpatel@outlook.com,<18,1,Single-course
U01216,robertserin,15,Male,gsimmons@yahoo.com,<18,1,Single-course
U01217,lowerysuzanne,25,Female,bowmanerika@outlook.com,18-25,1,Single-course
U01218,wagnerhenry,34,Male,megan61@outlook.com,26-35,1,Single-course
U01219,christina30,16,Male,glassmegan@yahoo.com,<18,1,Single-course
U01220,jessicamiranda,29,Female,prodriguez@gmail.com,26-35,1,Single-course
U01221,leonardholmes,32,Male,glendalee@hotmail.com,26-35,13,Highly Active
U01222,banksdebra,19,Female,brownchristina@hotmail.com,18-25,3,Moderate
U01223,teresa46,23,Female,brianna85@yahoo.com,18-25,1,Single-course
U01224,villanuevagregory,23,Female,stewartmichael@hotmail.com,18-25,11,Highly Active
U01225,michele28,30,Female,jameswilliams@hotmail.com,26-35,2,Moderate
U01226,megan63,31,Female,holdenjamie@gmail.com,26-35,2,Moderate
U01227,geraldspears,15,Male,melissa02@yahoo.com,<18,1,Single-course
U01228,andrew58,28,Male,dsheppard@gmail.com,26-35,4,Moderate
U01229,georgereyes,27,Female,brian00@yahoo.com,26-35,2,Moderate
U01230,dmanning,23,Female,billyhughes@gmail.com,18-25,3,Moderate
U01231,kpetersen,21,Female,walkerjohn@yahoo.com,18-25,14,Highly Active
U01232,elaine98,27,Female,hwhite@hotmail.com,26-35,1,Single-course
U01233,ztran,28,Male,ryan69@outlook.com,26-35,11,Highly Active
U01234,johnsingh,27,Male,leewilliams@gmail.com,26-35,1,Single-course
U01235,zacharybell,27,Female,natalieyates@gmail.com,26-35,14,Highly Active
U01236,brettarroyo,20,Female,hbrowning@hotmail.com,18-25,1,Single-course
U01237,savannah66,24,Male,amandacontreras@outlook.com,18-25,13,Highly Active
U01238,stephengarza,35,Male,wgardner@gmail.com,26-35,1,Single-course
U01239,steve19,20,Male,robinmarshall@gmail.com,18-25,12,Highly Active
U01240,kellywiley,16,Male,aaron37@gmail.com,<18,1,Single-course
U01241,leebailey,25,Male,markgibson@outlook.com,18-25,2,Moderate
U01242,stoutjennifer,22,Male,haleandres@hotmail.com,18-25,2,Moderate
U01243,brooksjessica,31,Female,jesus73@gmail.com,26-35,2,Moderate
U01244,sanderscindy,30,Female,qpaul@yahoo.com,26-35,14,Highly Active
U01245,fowlerdavid,35,Male,shawn59@yahoo.com,26-35,1,Single-course
U01246,ujackson,27,Male,candicebartlett@hotmail.com,26-35,2,Moderate
U01247,arandall,19,Male,kholt@yahoo.com,18-25,1,Single-course
U01248,pleon,16,Male,andrebenson@hotmail.com,<18,2,Moderate
U01249,ahenderson,25,Male,williamssandra@yahoo.com,18-25,14,Highly Active
U01250,robert97,27,Female,fskinner@gmail.com,26-35,15,Highly Active
U01251,ricardobender,29,Male,charleshawkins@yahoo.com,26-35,2,Moderate
U01252,natalie03,19,Female,pallen@yahoo.com,18-25,1,Single-course
U01253,juliejackson,17,Male,aortega@hotmail.com,<18,1,Single-course
U01254,tsmith,23,Male,selena67@hotmail.com,18-25,1,Single-course
U01255,belljennifer,29,Female,figueroajames@yahoo.com,26-35,4,Moderate
U01256,steelevincent,32,Male,dukematthew@hotmail.com,26-35,1,Single-course
U01257,kconley,29,Female,nicholasrhodes@hotmail.com,26-35,2,Moderate
U01258,riggsmichael,25,Male,turnerjeanette@yahoo.com,18-25,4,Moderate
U01259,ericksonpamela,18,Female,jamesbenton@yahoo.com,18-25,1,Single-course
U01260,hughesshannon,31,Female,hstevens@yahoo.com,26-35,1,Single-course
U01261,maxwelljones,25,Male,zpeck@hotmail.com,18-25,13,Highly Active
U01262,crawfordsherri,29,Female,marycurtis@outlook.com,26-35,4,Moderate
U01263,ymartinez,17,Female,oconnelljennifer@hotmail.com,<18,1,Single-course
U01264,jdavis,15,Male,estesjuan@yahoo.com,<18,1,Single-course
U01265,durhammichelle,23,Male,kennedynicole@hotmail.com,18-25,2,Moderate
U01266,paulcampos,18,Female,davidcollins@gmail.com,18-25,14,Highly Active
U01267,markcarpenter,30,Female,kristine41@hotmail.com,26-35,14,Highly Active
U01268,jennifer28,33,Male,katrina74@gmail.com,26-35,13,Highly Active
U01269,dawnthompson,25,Female,ericbeard@outlook.com,18-25,1,Single-course
U01270,elizabethbates,19,Male,bjones@gmail.com,18-25,2,Moderate
U01271,michaelhurst,23,Female,donald27@yahoo.com,18-25,1,Single-course
U01272,qhernandez,16,Female,laura14@outlook.com,<18,1,Single-course
U01273,johnsonalexander,31,Female,amber26@yahoo.com,26-35,1,Single-course
U01274,stevengonzalez,32,Female,eward@yahoo.com,26-35,1,Single-course
U01275,ellismichael,35,Male,shawn31@hotmail.com,26-35,1,Single-course
U01276,fmiller,27,Female,iharris@gmail.com,26-35,2,Moderate
U01277,antoniotravis,26,Female,matthewgraham@yahoo.com,26-35,12,Highly Active
U01278,frenchcharles,16,Female,michelemartinez@yahoo.com,<18,2,Moderate
U01279,ksalinas,29,Female,chanwilliam@outlook.com,26-35,3,Moderate
U01280,geoffreylong,26,Female,maria44@outlook.com,26-35,12,Highly Active
U01281,gibsonkevin,23,Female,fullerjennifer@outlook.com,18-25,13,Highly Active
U01282,smithpaul,26,Male,howelldavid@gmail.com,26-35,3,Moderate
U01283,josephrodriguez,15,Male,crosbydesiree@yahoo.com,<18,1,Single-course
U01284,ashepherd,34,Female,susanmartin@gmail.com,26-35,15,Highly Active
U01285,cunninghampamela,35,Female,williamevans@gmail.com,26-35,4,Moderate
U01286,fjohnson,27,Male,henrynathaniel@hotmail.com,26-35,13,Highly Active
U01287,emily69,33,Female,hvaughn@yahoo.com,26-35,12,Highly Active
U01288,danieljohnson,18,Male,trodriguez@yahoo.com,18-25,2,Moderate
U01289,vwalker,35,Female,lori86@yahoo.com,26-35,1,Single-course
U01290,mario14,16,Male,karen05@outlook.com,<18,14,Highly Active
U01291,jtanner,34,Female,swright@yahoo.com,26-35,1,Single-course
U01292,levans,29,Male,andrea96@outlook.com,26-35,1,Single-course
U01293,diazraymond,33,Male,tammy31@hotmail.com,26-35,1,Single-course
U01294,nancyfernandez,30,Male,ritaunderwood@outlook.com,26-35,1,Single-course
U01295,scott12,34,Female,moorecarlos@hotmail.com,26-35,4,Moderate
U01296,glennrebecca,21,Female,raymond92@hotmail.com,18-25,1,Single-course
U01297,smallchristian,27,Male,melissa79@yahoo.com,26-35,1,Single-course
U01298,nancy57,22,Female,randy42@gmail.com,18-25,1,Single-course
U01299,amber65,28,Female,lisalee@gmail.com,26-35,1,Single-course
U01300,joseph98,19,Male,ericjohnson@outlook.com,18-25,1,Single-course
U01301,hhernandez,27,Male,andrea14@hotmail.com,26-35,1,Single-course
U01302,jonathanhawkins,19,Female,matthewgutierrez@outlook.com,18-25,2,Moderate
U01303,jenniferlawson,23,Female,brent72@outlook.com,18-25,2,Moderate
U01304,pearsonrobert,33,Female,mercerlaura@outlook.com,26-35,2,Moderate
U01305,christinacastaneda,22,Female,williamphelps@yahoo.com,18-25,3,Moderate
U01306,oscott,22,Male,ekennedy@outlook.com,18-25,1,Single-course
U01307,justinroberts,16,Female,theresawatson@hotmail.com,<18,1,Single-course
U01308,romerochristina,23,Male,jonathanturner@outlook.com,18-25,1,Single-course
U01309,tpowell,35,Male,rolson@outlook.com,26-35,2,Moderate
U01310,hallaaron,21,Female,christian27@outlook.com,18-25,3,Moderate
U01311,mark71,27,Male,amy78@gmail.com,26-35,1,Single-course
U01312,churchpatrick,16,Male,valerieortiz@gmail.com,<18,1,Single-course
U01313,nicholas58,31,Male,jasonphillips@hotmail.com,26-35,3,Moderate
U01314,stevenmurphy,26,Female,connie81@hotmail.com,26-35,2,Moderate
U01315,bryantjacob,33,Male,dpeterson@gmail.com,26-35,13,Highly Active
U01316,brownjonathan,31,Female,vcastro@gmail.com,26-35,1,Single-course
U01317,thompsonkathleen,32,Female,markbell@hotmail.com,26-35,1,Single-course
U01318,angelaward,18,Female,jacqueline76@hotmail.com,18-25,14,Highly Active
U01319,whitejeffrey,25,Male,bullockcarlos@hotmail.com,18-25,1,Single-course
U01320,wfrancis,20,Male,vaughnelizabeth@hotmail.com,18-25,4,Moderate
U01321,vdunn,35,Male,mary33@gmail.com,26-35,14,Highly Active
U01322,julieblair,26,Female,arthurhernandez@gmail.com,26-35,12,Highly Active
U01323,lhood,15,Male,raymaddox@gmail.com,<18,2,Moderate
U01324,contrerasderek,24,Male,kristin78@gmail.com,18-25,1,Single-course
U01325,ugraves,18,Female,thomasprice@hotmail.com,18-25,2,Moderate
U01326,zmoore,15,Female,pricericky@yahoo.com,<18,2,Moderate
U01327,yrangel,23,Male,laurahorn@hotmail.com,18-25,1,Single-course
U01328,amybush,27,Male,ianschmidt@yahoo.com,26-35,1,Single-course
U01329,bettyunderwood,15,Female,richardgrimes@outlook.com,<18,1,Single-course
U01330,phillipspatrick,20,Female,ravenanderson@outlook.com,18-25,2,Moderate
U01331,qmartin,16,Male,shelley53@hotmail.com,<18,13,Highly Active
U01332,kiara65,20,Male,amy17@outlook.com,18-25,12,Highly Active
U01333,amiller,15,Male,stephanie50@gmail.com,<18,1,Single-course
U01334,stricklandrachel,35,Female,lindsey34@outlook.com,26-35,13,Highly Active
U01335,markpotter,16,Female,tortiz@yahoo.com,<18,1,Single-course
U01336,isabella45,33,Male,johnsonjasmine@outlook.com,26-35,14,Highly Active
U01337,williamsrobert,32,Female,rachel05@hotmail.com,26-35,16,Highly Active
U01338,tina99,15,Male,martinleonard@gmail.com,<18,3,Moderate
U01339,ryan92,35,Male,yberry@gmail.com,26-35,2,Moderate
U01340,kristinpatton,32,Female,ryangarrett@outlook.com,26-35,2,Moderate
U01341,tellison,29,Male,edward48@gmail.com,26-35,3,Moderate
U01342,amorgan,25,Male,ambercraig@yahoo.com,18-25,2,Moderate
U01343,sweeneymelinda,32,Male,blong@outlook.com,26-35,14,Highly Active
U01344,ipeters,25,Female,jennifer42@outlook.com,18-25,14,Highly Active
U01345,hamiltondavid,19,Male,dwaynekim@gmail.com,18-25,1,Single-course
U01346,erinjohnston,16,Male,brownjuan@gmail.com,<18,15,Highly Active
U01347,brandonjones,20,Male,jameszamora@yahoo.com,18-25,13,Highly Active
U01348,livingstonrachel,29,Female,jordan90@hotmail.com,26-35,2,Moderate
U01349,kristin57,26,Male,matthewfry@outlook.com,26-35,1,Single-course
U01350,jay37,16,Female,rachel52@gmail.com,<18,13,Highly Active
U01351,luisortiz,16,Male,tmiller@hotmail.com,<18,2,Moderate
